mutation_type,edge_weight,capacity_delta_mw,turbine_dispersion_stddev,parent_rank,round_idx,project_id,scenario_id,feasible,total_route_length_m,evaluation.rank,evaluation.lifecycle_cost
EDGE_RECONNECT,855.3281598285704,0.0,156.18012015206136,1.0,1,SYN-5-MIXED-40,SCN-S1-010,True,34847.76912386951,2,5283982.64
EDGE_RECONNECT,1451.8020012689747,0.0,231.15446667079323,1.0,1,SYN-5-MIXED-40,SCN-S1-011,True,34856.03095101391,15,5291428.77
EDGE_RECONNECT,680.1029311769192,0.0,163.1945140173457,1.0,1,SYN-5-MIXED-40,SCN-S1-012,True,34872.14184268364,19,5295918.39
EDGE_RECONNECT,497.92537160668974,0.0,45.832305357194286,1.0,1,SYN-5-MIXED-40,SCN-S1-013,True,34876.165323337955,10,5292386.82
EDGE_RECONNECT,1856.5320347714303,0.0,92.5836095062738,1.0,1,SYN-5-MIXED-40,SCN-S1-014,True,34878.83605610197,21,5294314.63
EDGE_RECONNECT,933.5552428444308,0.0,231.15446667079323,1.0,1,SYN-5-MIXED-40,SCN-S1-015,True,34879.56166097625,17,5296137.83
EDGE_RECONNECT,599.2729882708911,0.0,92.5836095062738,1.0,1,SYN-5-MIXED-40,SCN-S1-016,True,34898.67377330969,12,5294287.68
EDGE_RECONNECT,287.55530409725844,0.0,163.1945140173457,1.0,1,SYN-5-MIXED-40,SCN-S1-017,True,34918.954821201,20,5299692.68
EDGE_RECONNECT,2664.6339436675507,0.0,45.832305357194286,1.0,1,SYN-5-MIXED-40,SCN-S1-018,True,34925.48315638836,29,5308081.83
EDGE_RECONNECT,493.4845037460261,0.0,231.15446667079323,1.0,1,SYN-5-MIXED-40,SCN-S1-019,True,34961.70518610394,22,5304145.61
FEEDER_SWAP,214.93574425006798,0.0,191.63966168616707,1.0,1,SYN-5-MIXED-40,SCN-S1-020,True,34621.88791354941,1,5257774.67
EDGE_RECONNECT,3126.937949619043,0.0,163.1945140173457,1.0,1,SYN-5-MIXED-40,SCN-S1-021,True,34971.728279627525,26,5310963.18
FEEDER_SWAP,267.56932483664593,0.0,229.126834945533,1.0,1,SYN-5-MIXED-40,SCN-S1-022,True,35379.49077106071,40,5374085.3
EDGE_RECONNECT,493.4845037460261,0.0,231.15446667079323,1.0,1,SYN-5-MIXED-40,SCN-S1-023,True,35027.207028110446,28,5316397.69
EDGE_RECONNECT,987.8030665206193,0.0,214.58354549379214,1.0,1,SYN-5-MIXED-40,SCN-S1-024,True,35029.51273903674,25,5313999.83
EDGE_RECONNECT,811.5717365981476,0.0,227.09920322027276,1.0,1,SYN-5-MIXED-40,SCN-S1-025,True,35066.22245233234,31,5323487.58
EDGE_RECONNECT,754.3437287977284,0.0,227.09920322027276,1.0,1,SYN-5-MIXED-40,SCN-S1-026,True,35086.40421006914,27,5322872.14
FEEDER_SWAP,334.84100097614794,0.0,208.46491916161557,1.0,1,SYN-5-MIXED-40,SCN-S1-027,True,34897.135767300635,5,5293864.36
EDGE_RECONNECT,947.2944804960587,0.0,185.77537165243788,1.0,1,SYN-5-MIXED-40,SCN-S1-028,True,35090.29836474343,24,5320628.98
EDGE_RECONNECT,518.5822083669967,0.0,45.832305357194286,1.0,1,SYN-5-MIXED-40,SCN-S1-029,True,35092.62965627835,34,5329346.1
EDGE_RECONNECT,1807.0367075975653,0.0,227.09920322027276,1.0,1,SYN-5-MIXED-40,SCN-S1-030,True,35105.84506092203,32,5330304.34
FEEDER_SWAP,371.2991348857703,0.0,191.63966168616707,1.0,1,SYN-5-MIXED-40,SCN-S1-031,True,34903.184836656896,14,5303646.69
FEEDER_SWAP,373.61688897001716,0.0,320.7517763082529,1.0,1,SYN-5-MIXED-40,SCN-S1-032,True,35019.084210296336,23,5316086.25
EDGE_RECONNECT,465.82405068651263,0.0,214.58354549379214,1.0,1,SYN-5-MIXED-40,SCN-S1-033,True,35134.14861277984,35,5333819.73
EDGE_RECONNECT,947.2944804960587,0.0,185.77537165243788,1.0,1,SYN-5-MIXED-40,SCN-S1-034,True,35135.95199132348,33,5333286.71
EDGE_RECONNECT,898.2515814319803,0.0,414.04196967793285,1.0,1,SYN-5-MIXED-40,SCN-S1-035,True,35138.897635070025,39,5340801.16
EDGE_RECONNECT,754.3437287977284,0.0,227.09920322027276,1.0,1,SYN-5-MIXED-40,SCN-S1-036,True,35163.76781686534,37,5338102.49
EDGE_RECONNECT,1811.0966442680478,0.0,548.919943110232,1.0,1,SYN-5-MIXED-40,SCN-S1-037,True,35166.79258542801,41,5343649.08
FEEDER_SWAP,438.6807705250805,0.0,314.3127575858625,1.0,1,SYN-5-MIXED-40,SCN-S1-038,True,35199.31656687184,36,5338992.53
EDGE_RECONNECT,922.6512510114061,0.0,548.919943110232,1.0,1,SYN-5-MIXED-40,SCN-S1-039,True,35192.49431934781,38,5347607.28
FEEDER_SWAP,460.2035169189778,0.0,320.7517763082529,1.0,1,SYN-5-MIXED-40,SCN-S1-040,True,35213.95098738253,30,5341549.84
